finding_id,repo,commit,rule_id,title,claim,file,line,end_line,source_context,schema_excerpt,double_label,label,fp_cause,rationale,label_2,fp_cause_2,rationale_2
R23-007,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,MISSING_PAGINATION,Unpaginated `apiKey.findMany()`,"`apiKey.findMany()` in `GET` has no `take`, `skip` or `cursor`, so it returns every ApiKey row matching its filter.",src/app/api/keys/route.ts,10,,"   1 | import { NextResponse } from ""next/server"";
   2 | import { z } from ""zod"";
   3 | import { prisma } from ""@/lib/db"";
   4 | import { getCurrentUserId } from ""@/lib/auth"";
   5 | import { generateApiKey, hashApiKey, keyPrefix } from ""@/lib/apiKeys"";
   6 | 
   7 | export async function GET() {
   8 |   const userId = await getCurrentUserId();
   9 |   if (!userId) return NextResponse.json({ error: ""Unauthorized"" }, { status: 401 });
> 10 |   const keys = await prisma.apiKey.findMany({
  11 |     where: { userId },
  12 |     orderBy: { createdAt: ""desc"" },
  13 |     select: { id: true, name: true, prefix: true, lastUsedAt: true, createdAt: true },
  14 |   });
  15 |   return NextResponse.json({ keys });
  16 | }
  17 | 
  18 | const createSchema = z.object({ name: z.string().min(1).max(60) });
  19 | 
  20 | export async function POST(req: Request) {","model ApiKey {
  id         String    @id @default(cuid())
  userId     String
  user       User      @relation(fields: [userId], references: [id], onDelete: Cascade)
  name       String
  prefix     String // display only, e.g. ""crwl_AbC12dEf""
  keyHash    String    @unique
  lastUsedAt DateTime?
  createdAt  DateTime  @default(now())

  @@index([userId])
}",yes,,,,,,
R23-008,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,MISSING_INDEX_ON_FILTERED_FIELD,"No declared index covers the filter on User.role, disabled","`user.count()` in `enabledAdminCount` filters User by `role`, `disabled`, but schema.prisma declares no index whose leading column is any of these. Without one, PostgreSQL must scan the table for every call. The filtered fields are boolean or enum typed; an index helps only if the matching values are rare.",src/app/api/users/[id]/route.ts,19,,"   9 | const updateSchema = z.object({
  10 |   email: z.string().email().optional(),
  11 |   name: z.string().max(80).nullable().optional(),
  12 |   role: z.enum([""admin"", ""member""]).optional(),
  13 |   password: z.string().min(8).optional(),
  14 |   disabled: z.boolean().optional(),
  15 | });
  16 | 
  17 | /** Number of admins who can currently sign in (admin role AND not disabled). */
  18 | async function enabledAdminCount(): Promise<number> {
> 19 |   return prisma.user.count({ where: { role: ""admin"", disabled: false } });
  20 | }
  21 | 
  22 | /** Whether a user, in the given state, is an admin who can sign in. */
  23 | const isEnabledAdmin = (role: string, disabled: boolean) => role === ""admin"" && !disabled;
  24 | 
  25 | /** PATCH /api/users/:id — admin only: change details / role / password / disabled. */
  26 | export async function PATCH(req: Request, { params }: Ctx) {
  27 |   const me = await getCurrentUser();
  28 |   if (!me) return NextResponse.json({ error: ""Unauthorized"" }, { status: 401 });
  29 |   if (me.role !== ""admin"") return NextResponse.json({ error: ""Forbidden"" }, { status: 403 });","model User {
  id           String   @id @default(cuid())
  email        String   @unique
  passwordHash String
  name         String?
  role         UserRole @default(member)
  disabled     Boolean  @default(false)
  defaultUserAgent String?
  createdAt    DateTime @default(now())
  crawls       Crawl[]
  apiKeys      ApiKey[]
}",yes,,,,,,
R23-009,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,MISSING_PAGINATION,Unpaginated `user.findMany()`,"`user.findMany()` in `GET` has no `take`, `skip` or `cursor`, and no filter, so it returns the entire User table.",src/app/api/users/route.ts,13,,"   3 | import { z } from ""zod"";
   4 | import { prisma } from ""@/lib/db"";
   5 | import { getCurrentUser } from ""@/lib/auth"";
   6 | 
   7 | /** GET /api/users — admin only: list all users with their crawl counts. */
   8 | export async function GET() {
   9 |   const me = await getCurrentUser();
  10 |   if (!me) return NextResponse.json({ error: ""Unauthorized"" }, { status: 401 });
  11 |   if (me.role !== ""admin"") return NextResponse.json({ error: ""Forbidden"" }, { status: 403 });
  12 | 
> 13 |   const users = await prisma.user.findMany({
  14 |     orderBy: { createdAt: ""asc"" },
  15 |     select: {
  16 |       id: true,
  17 |       email: true,
  18 |       name: true,
  19 |       role: true,
  20 |       disabled: true,
  21 |       createdAt: true,
  22 |       _count: { select: { crawls: true } },
  23 |     },","model User {
  id           String   @id @default(cuid())
  email        String   @unique
  passwordHash String
  name         String?
  role         UserRole @default(member)
  disabled     Boolean  @default(false)
  defaultUserAgent String?
  createdAt    DateTime @default(now())
  crawls       Crawl[]
  apiKeys      ApiKey[]
}",no,,,,,,
R23-010,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,MISSING_PAGINATION,Unpaginated `issue.findMany()`,"`issue.findMany()` in `GET` has no `take`, `skip` or `cursor`, so it returns every Issue row matching its filter.",src/app/api/v1/crawls/[id]/route.ts,32,,"  22 |       byStatusClass: true,
  23 |       webhookUrl: true,
  24 |       createdAt: true,
  25 |       startedAt: true,
  26 |       finishedAt: true,
  27 |       error: true,
  28 |     },
  29 |   });
  30 |   if (!crawl) return NextResponse.json({ error: ""Not found"" }, { status: 404 });
  31 | 
> 32 |   const issues = await prisma.issue.findMany({
  33 |     where: { crawlId: id },
  34 |     orderBy: { count: ""desc"" },
  35 |     select: { category: true, severity: true, count: true },
  36 |   });
  37 | 
  38 |   return NextResponse.json({ crawl, issues });
  39 | }
  40 | 
  41 | /** Delete a crawl and all its data (key-authenticated). Admins may delete any crawl. */
  42 | export async function DELETE(req: Request, { params }: Ctx) {","model Issue {
  id       String @id @default(cuid())
  crawlId  String
  crawl    Crawl  @relation(fields: [crawlId], references: [id], onDelete: Cascade)
  category String // e.g. ""titles.missing"", ""images.altMissing""
  severity String @default(""warning"") // error | warning | notice
  count    Int    @default(0)

  @@unique([crawlId, category])
  @@index([crawlId])
}",yes,,,,,,
R23-011,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,MISSING_PAGINATION,Unpaginated `crawl.findMany()`,"`crawl.findMany()` in `HomePage` has no `take`, `skip` or `cursor`, so it returns every Crawl row matching its filter.",src/app/page.tsx,37,,"  27 |     const target = await prisma.user.findUnique({
  28 |       where: { id: viewUserParam },
  29 |       select: { id: true, email: true },
  30 |     });
  31 |     if (target) {
  32 |       targetUserId = target.id;
  33 |       viewingOther = target;
  34 |     }
  35 |   }
  36 | 
> 37 |   const crawls = await prisma.crawl.findMany({
  38 |     where: { userId: targetUserId },
  39 |     orderBy: { createdAt: ""desc"" },
  40 |   });
  41 | 
  42 |   return (
  43 |     <div className=""mx-auto max-w-5xl px-6 py-10"">
  44 |       <header className=""mb-8 flex items-center justify-between"">
  45 |         <div className=""flex items-center gap-3"">
  46 |           <Logo size={40} />
  47 |           <div>","model Crawl {
  id         String      @id @default(cuid())
  userId     String
  user       User        @relation(fields: [userId], references: [id], onDelete: Cascade)
  seedUrl    String
  rootHost   String
  status     CrawlStatus @default(queued)

  // Optional URL POSTed once when the crawl reaches a terminal state.
  webhookUrl       String?
  webhookDelivered Boolean @default(false)

  // Crawl configuration (see CrawlConfig type in src/lib/events.ts)
  config Json

  // Live/rollup counters (kept current by the worker)
  totalFound    Int  @default(0)
  totalCrawled  Int  @default(0)
  byStatusClass Json @default(""{}"") // { ""2"": n, ""3"": n, ""4"": n, ""5"": n, ""0"": n }
  error         String?

  createdAt  DateTime  @default(now())
  startedAt  DateTime?
  finishedAt DateTime?

  pages     Page[]
  links     Link[]
  redirects Redirect[]
  assets    Asset[]
  issues    Issue[]

  @@index([userId])
  @@index([status])
}",no,,,,,,
R23-012,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,N_PLUS_ONE_IN_LOOP,N+1 query: `page.findUnique()` inside a loop,"`page.findUnique()` in `detectOrphans` runs once per iteration of the for-of loop on line 559. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",src/crawler/engine.ts,560,,"  550 |   seed: string,
  551 |   issueCounts: Record<string, number>,
  552 |   textFetcher: TextFetcher,
  553 | ) {
  554 |   const declared = await robots.getSitemaps(origin);
  555 |   const candidates = declared.length > 0 ? declared : defaultSitemapUrls(origin);
  556 |   const sitemapUrls = await collectSitemapUrls(candidates, textFetcher, 50);
  557 | 
  558 |   let orphanCount = 0;
  559 |   for (const [url, entry] of sitemapUrls) {
> 560 |     const existing = await prisma.page.findUnique({
  561 |       where: { crawlId_url: { crawlId, url } },
  562 |       select: { id: true, inlinkCount: true },
  563 |     });
  564 |     if (existing) {
  565 |       const isOrphan = existing.inlinkCount === 0 && url !== seed;
  566 |       await prisma.page.update({
  567 |         where: { id: existing.id },
  568 |         data: { foundViaSitemap: true, isOrphan, sitemapLastmod: entry.lastmod },
  569 |       });
  570 |       if (isOrphan) orphanCount += 1;","model Page {
  id      String @id @default(cuid())
  crawlId String
  crawl   Crawl  @relation(fields: [crawlId], references: [id], onDelete: Cascade)

  url        String
  urlHash    String
  isInternal Boolean @default(true)
  depth      Int     @default(0)

  // Response
  statusCode      Int?
  statusClass     Int     @default(0) // 2,3,4,5 or 0 (no response)
  contentType     String?
  responseTimeMs  Int?
  sizeBytes       Int?

  // Indexability
  indexability       String? // indexable | noindex | canonicalised | non-indexable
  indexabilityReason String?

  // Titles
  title          String?
  titleLength    Int?
  titlePixelWidth Int?
  titleHash      String?
  titleCount     Int     @default(0)
  titleIssues    String[] @default([])

  // Meta description
  metaDescription     String?
  metaDescLength      Int?
  metaDescPixelWidth  Int?
  metaDescHash        String?
  metaDescCount       Int     @default(0)
  metaIssues          String[] @default([])

  // Headings (H1–H6)
  h1       String[] @default([])
  h1Count  Int      @default(0)
  h1Hash   String?
  h1Issues String[] @default([])
  h2       String[] @default([])
  h2Count  Int      @default(0)
  h3       String[] @default([])
  h3Count  Int      @default(0)
  h4       String[] @default([])
  h4Count  Int      @default(0)
  h5       String[] @default([])
  h5Count  Int      @default(0)
  h6       String[] @default([])
  h6Count  Int      @default(0)

  // Directives
  canonicalUrl     String?
  canonicalMismatch Boolean @default(false)
  metaRobots       String?
  xRobotsTag       String?

  // Publish/modified dates: from JSON-LD structured data + sitemap <lastmod>.
  datePublished  DateTime?
  dateModified   DateTime?
  sitemapLastmod DateTime?

  wordCount      Int     @default(0)
  foundViaSitemap Boolean @default(false)
  inlinkCount    Int     @default(0)
  isOrphan       Boolean @default(false)

  crawledAt DateTime @default(now())

  outlinks Link[] @relation(""PageOutlinks"")
  assets   Asset[]

  @@unique([crawlId, url])
  @@index([crawlId, statusClass])
  @@index([crawlId, isInternal])
  @@index([crawlId, foundViaSitemap])
  @@index([crawlId, titleHash])
  @@index([crawlId, metaDescHash])
... (3 more lines)",no,,,,,,
R23-013,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,N_PLUS_ONE_IN_LOOP,N+1 query: `page.update()` inside a loop,"`page.update()` in `detectOrphans` runs once per iteration of the for-of loop on line 559. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",src/crawler/engine.ts,566,,"  556 |   const sitemapUrls = await collectSitemapUrls(candidates, textFetcher, 50);
  557 | 
  558 |   let orphanCount = 0;
  559 |   for (const [url, entry] of sitemapUrls) {
  560 |     const existing = await prisma.page.findUnique({
  561 |       where: { crawlId_url: { crawlId, url } },
  562 |       select: { id: true, inlinkCount: true },
  563 |     });
  564 |     if (existing) {
  565 |       const isOrphan = existing.inlinkCount === 0 && url !== seed;
> 566 |       await prisma.page.update({
  567 |         where: { id: existing.id },
  568 |         data: { foundViaSitemap: true, isOrphan, sitemapLastmod: entry.lastmod },
  569 |       });
  570 |       if (isOrphan) orphanCount += 1;
  571 |     } else {
  572 |       // In sitemap but never linked/crawled → orphan.
  573 |       await prisma.page.create({
  574 |         data: {
  575 |           crawlId,
  576 |           url,","model Page {
  id      String @id @default(cuid())
  crawlId String
  crawl   Crawl  @relation(fields: [crawlId], references: [id], onDelete: Cascade)

  url        String
  urlHash    String
  isInternal Boolean @default(true)
  depth      Int     @default(0)

  // Response
  statusCode      Int?
  statusClass     Int     @default(0) // 2,3,4,5 or 0 (no response)
  contentType     String?
  responseTimeMs  Int?
  sizeBytes       Int?

  // Indexability
  indexability       String? // indexable | noindex | canonicalised | non-indexable
  indexabilityReason String?

  // Titles
  title          String?
  titleLength    Int?
  titlePixelWidth Int?
  titleHash      String?
  titleCount     Int     @default(0)
  titleIssues    String[] @default([])

  // Meta description
  metaDescription     String?
  metaDescLength      Int?
  metaDescPixelWidth  Int?
  metaDescHash        String?
  metaDescCount       Int     @default(0)
  metaIssues          String[] @default([])

  // Headings (H1–H6)
  h1       String[] @default([])
  h1Count  Int      @default(0)
  h1Hash   String?
  h1Issues String[] @default([])
  h2       String[] @default([])
  h2Count  Int      @default(0)
  h3       String[] @default([])
  h3Count  Int      @default(0)
  h4       String[] @default([])
  h4Count  Int      @default(0)
  h5       String[] @default([])
  h5Count  Int      @default(0)
  h6       String[] @default([])
  h6Count  Int      @default(0)

  // Directives
  canonicalUrl     String?
  canonicalMismatch Boolean @default(false)
  metaRobots       String?
  xRobotsTag       String?

  // Publish/modified dates: from JSON-LD structured data + sitemap <lastmod>.
  datePublished  DateTime?
  dateModified   DateTime?
  sitemapLastmod DateTime?

  wordCount      Int     @default(0)
  foundViaSitemap Boolean @default(false)
  inlinkCount    Int     @default(0)
  isOrphan       Boolean @default(false)

  crawledAt DateTime @default(now())

  outlinks Link[] @relation(""PageOutlinks"")
  assets   Asset[]

  @@unique([crawlId, url])
  @@index([crawlId, statusClass])
  @@index([crawlId, isInternal])
  @@index([crawlId, foundViaSitemap])
  @@index([crawlId, titleHash])
  @@index([crawlId, metaDescHash])
... (3 more lines)",no,,,,,,
R23-014,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,N_PLUS_ONE_IN_LOOP,N+1 query: `page.create()` inside a loop,"`page.create()` in `detectOrphans` runs once per iteration of the for-of loop on line 559. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",src/crawler/engine.ts,573,,"  563 |     });
  564 |     if (existing) {
  565 |       const isOrphan = existing.inlinkCount === 0 && url !== seed;
  566 |       await prisma.page.update({
  567 |         where: { id: existing.id },
  568 |         data: { foundViaSitemap: true, isOrphan, sitemapLastmod: entry.lastmod },
  569 |       });
  570 |       if (isOrphan) orphanCount += 1;
  571 |     } else {
  572 |       // In sitemap but never linked/crawled → orphan.
> 573 |       await prisma.page.create({
  574 |         data: {
  575 |           crawlId,
  576 |           url,
  577 |           urlHash: urlHash(url),
  578 |           isInternal: true,
  579 |           foundViaSitemap: true,
  580 |           isOrphan: true,
  581 |           sitemapLastmod: entry.lastmod,
  582 |           statusClass: 0,
  583 |           indexability: ""indexable"",","model Page {
  id      String @id @default(cuid())
  crawlId String
  crawl   Crawl  @relation(fields: [crawlId], references: [id], onDelete: Cascade)

  url        String
  urlHash    String
  isInternal Boolean @default(true)
  depth      Int     @default(0)

  // Response
  statusCode      Int?
  statusClass     Int     @default(0) // 2,3,4,5 or 0 (no response)
  contentType     String?
  responseTimeMs  Int?
  sizeBytes       Int?

  // Indexability
  indexability       String? // indexable | noindex | canonicalised | non-indexable
  indexabilityReason String?

  // Titles
  title          String?
  titleLength    Int?
  titlePixelWidth Int?
  titleHash      String?
  titleCount     Int     @default(0)
  titleIssues    String[] @default([])

  // Meta description
  metaDescription     String?
  metaDescLength      Int?
  metaDescPixelWidth  Int?
  metaDescHash        String?
  metaDescCount       Int     @default(0)
  metaIssues          String[] @default([])

  // Headings (H1–H6)
  h1       String[] @default([])
  h1Count  Int      @default(0)
  h1Hash   String?
  h1Issues String[] @default([])
  h2       String[] @default([])
  h2Count  Int      @default(0)
  h3       String[] @default([])
  h3Count  Int      @default(0)
  h4       String[] @default([])
  h4Count  Int      @default(0)
  h5       String[] @default([])
  h5Count  Int      @default(0)
  h6       String[] @default([])
  h6Count  Int      @default(0)

  // Directives
  canonicalUrl     String?
  canonicalMismatch Boolean @default(false)
  metaRobots       String?
  xRobotsTag       String?

  // Publish/modified dates: from JSON-LD structured data + sitemap <lastmod>.
  datePublished  DateTime?
  dateModified   DateTime?
  sitemapLastmod DateTime?

  wordCount      Int     @default(0)
  foundViaSitemap Boolean @default(false)
  inlinkCount    Int     @default(0)
  isOrphan       Boolean @default(false)

  crawledAt DateTime @default(now())

  outlinks Link[] @relation(""PageOutlinks"")
  assets   Asset[]

  @@unique([crawlId, url])
  @@index([crawlId, statusClass])
  @@index([crawlId, isInternal])
  @@index([crawlId, foundViaSitemap])
  @@index([crawlId, titleHash])
  @@index([crawlId, metaDescHash])
... (3 more lines)",yes,,,,,,
R23-015,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,N_PLUS_ONE_IN_LOOP,N+1 query: `issue.upsert()` inside a loop,"`issue.upsert()` in `finalizeIssues` runs once per iteration of the map loop on line 627. The loop's collection could not be traced to a Prisma query, so the row count driving it is unknown.",src/crawler/engine.ts,628,,"  618 | async function finalizeIssues(
  619 |   prisma: PrismaClient,
  620 |   crawlId: string,
  621 |   issueCounts: Record<string, number>,
  622 | ) {
  623 |   const { ISSUE_CATEGORIES } = await import(""@/lib/events"");
  624 |   const sevByKey = new Map(ISSUE_CATEGORIES.map((c) => [c.key, c.severity]));
  625 |   const entries = Object.entries(issueCounts).filter(([, v]) => v > 0);
  626 |   await Promise.all(
  627 |     entries.map(([category, count]) =>
> 628 |       prisma.issue.upsert({
  629 |         where: { crawlId_category: { crawlId, category } },
  630 |         create: { crawlId, category, count, severity: sevByKey.get(category) ?? ""warning"" },
  631 |         update: { count },
  632 |       }),
  633 |     ),
  634 |   );
  635 | }","model Issue {
  id       String @id @default(cuid())
  crawlId  String
  crawl    Crawl  @relation(fields: [crawlId], references: [id], onDelete: Cascade)
  category String // e.g. ""titles.missing"", ""images.altMissing""
  severity String @default(""warning"") // error | warning | notice
  count    Int    @default(0)

  @@unique([crawlId, category])
  @@index([crawlId])
}",yes,,,,,,
R23-016,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,MISSING_PAGINATION,Unpaginated `issue.findMany()`,"`issue.findMany()` in `run` has no `take`, `skip` or `cursor`, so it returns every Issue row matching its filter.",src/lib/mcp/tools.ts,137,,"  127 |     ""Fetch one crawl's status, page counters, response-code breakdown and its SEO issue summary (category, severity, count). Poll this until status is done, failed or stopped."",
  128 |   annotations: { readOnlyHint: true },
  129 |   inputSchema: obj({ crawlId: { type: ""string"", description: ""The crawl id."" } }, [""crawlId""]),
  130 |   args: z.object({ crawlId: z.string().min(1) }),
  131 |   async run(userId, args: { crawlId: string }) {
  132 |     const crawl = await prisma.crawl.findFirst({
  133 |       where: { id: args.crawlId, userId },
  134 |       select: CRAWL_SELECT,
  135 |     });
  136 |     if (!crawl) throw new Error(`No crawl ${args.crawlId} for this API key.`);
> 137 |     const issues = await prisma.issue.findMany({
  138 |       where: { crawlId: crawl.id },
  139 |       orderBy: { count: ""desc"" },
  140 |       select: { category: true, severity: true, count: true },
  141 |     });
  142 |     return { crawl, issues };
  143 |   },
  144 | };
  145 | 
  146 | const getCrawlResults: McpTool = {
  147 |   name: ""get_crawl_results"",","model Issue {
  id       String @id @default(cuid())
  crawlId  String
  crawl    Crawl  @relation(fields: [crawlId], references: [id], onDelete: Cascade)
  category String // e.g. ""titles.missing"", ""images.altMissing""
  severity String @default(""warning"") // error | warning | notice
  count    Int    @default(0)

  @@unique([crawlId, category])
  @@index([crawlId])
}",no,,,,,,
R23-017,kamenarov/krawlify-app,99283a145ba1737768f231418d5bf4075bc75448,MISSING_PAGINATION,Unpaginated `issue.findMany()`,"`issue.findMany()` in `deliverCrawlWebhook` has no `take`, `skip` or `cursor`, so it returns every Issue row matching its filter.",src/lib/webhook.ts,29,,"  19 |       totalFound: true,
  20 |       totalCrawled: true,
  21 |       byStatusClass: true,
  22 |       startedAt: true,
  23 |       finishedAt: true,
  24 |       error: true,
  25 |     },
  26 |   });
  27 |   if (!crawl?.webhookUrl || crawl.webhookDelivered) return;
  28 | 
> 29 |   const issues = await prisma.issue.findMany({
  30 |     where: { crawlId },
  31 |     select: { category: true, severity: true, count: true },
  32 |   });
  33 | 
  34 |   const payload = {
  35 |     event: ""crawl.completed"",
  36 |     crawl: {
  37 |       id: crawl.id,
  38 |       seedUrl: crawl.seedUrl,
  39 |       status: crawl.status,","model Issue {
  id       String @id @default(cuid())
  crawlId  String
  crawl    Crawl  @relation(fields: [crawlId], references: [id], onDelete: Cascade)
  category String // e.g. ""titles.missing"", ""images.altMissing""
  severity String @default(""warning"") // error | warning | notice
  count    Int    @default(0)

  @@unique([crawlId, category])
  @@index([crawlId])
}",no,,,,,,
R24-001,mike840609/assets_tracker,fec013a42b620dee31fcedb0fadb09f55fd71871,MISSING_PAGINATION,Unpaginated `account.findMany()`,"`account.findMany()` in module scope has no `take`, `skip` or `cursor`, so it returns every Account row matching its filter.",tests/integration/public-demo-lifecycle.test.ts,252,,"  242 |     const second = await ensureDemoWorkspace({
  243 |       visitorToken: ""visitor-b"",
  244 |       clientIp: ""198.51.100.10"",
  245 |       locale: ""en-US"",
  246 |       now,
  247 |     });
  248 | 
  249 |     expect(first.userId).not.toBe(second.userId);
  250 |     expect(await prisma.account.count({ where: { userId: first.userId } })).toBeGreaterThan(0);
  251 |     const secondAccountIds = (
> 252 |       await prisma.account.findMany({
  253 |         where: { userId: second.userId },
  254 |         select: { id: true },
  255 |       })
  256 |     ).map((account) => account.id);
  257 |     expect(
  258 |       await prisma.account.count({
  259 |         where: { userId: first.userId, id: { in: secondAccountIds } },
  260 |       }),
  261 |     ).toBe(0);
  262 |   });","model Account {
  id               String            @id @default(cuid())
  userId           String
  user             User              @relation(fields: [userId], references: [id], onDelete: Cascade)
  name             String
  type             AccountType
  category         AccountCategory
  currency         String            @default(""USD"")
  cashBalance      Decimal           @default(0) @db.Decimal(28, 8)
  isActive         Boolean           @default(true)
  isPinned         Boolean           @default(false)
  sortOrder        Int               @default(0)
  createdAt        DateTime          @default(now())
  updatedAt        DateTime          @updatedAt
  holdings         Holding[]
  cashTransactions CashTransaction[]
  recurringCashTransactions RecurringCashTransaction[]
  recurringInvestments      RecurringInvestment[]

  @@index([userId, isActive])
  @@index([userId, isActive, type, isPinned, sortOrder])
}",no,,,,,,
R24-002,mike840609/assets_tracker,fec013a42b620dee31fcedb0fadb09f55fd71871,MISSING_INDEX_ON_FILTERED_FIELD,No declared index covers the filter on User.name,"`user.count()` in module scope filters User by `name`, but schema.prisma declares no index whose leading column is this field. Without one, PostgreSQL must scan the table for every call.",tests/integration/public-demo-lifecycle.test.ts,292,,"  282 |     await expect(
  283 |       ensureDemoWorkspace({
  284 |         visitorToken: ""rollback-token"",
  285 |         clientIp: ""198.51.100.30"",
  286 |         locale: ""en-US"",
  287 |         now,
  288 |       }),
  289 |     ).rejects.toMatchObject({ code: ""DEMO_INITIALIZATION_FAILED"" });
  290 | 
  291 |     expect(await prisma.demoWorkspace.count()).toBe(0);
> 292 |     expect(await prisma.user.count({ where: { name: ""Demo visitor"" } })).toBe(0);
  293 |   });
  294 | 
  295 |   it(""allows exactly five active workspaces per creator"", async () => {
  296 |     const results = await Promise.allSettled(
  297 |       Array.from({ length: 6 }, (_, index) =>
  298 |         ensureDemoWorkspace({
  299 |           visitorToken: `source-visitor-${index}`,
  300 |           clientIp: ""198.51.100.40"",
  301 |           locale: ""en-US"",
  302 |           now,","model User {
  id            String        @id @default(cuid())
  name          String?
  email         String?       @unique
  emailVerified DateTime?
  image         String?
  accounts      AuthAccount[]
  sessions      Session[]

  appSettings     Setting?
  appAccounts     Account[]
  snapshots       NetWorthSnapshot[]
  goals           Goal[]
  stockWatchItems StockWatchItem[]
  calendarEntries       CalendarEntry[]
  calendarEarningsWatch CalendarEarningsWatch[]
  demoWorkspace         DemoWorkspace?
}",no,,,,,,
R24-003,mike840609/assets_tracker,fec013a42b620dee31fcedb0fadb09f55fd71871,MISSING_PAGINATION,Unpaginated `account.findMany()`,"`account.findMany()` in module scope has no `take`, `skip` or `cursor`, so it returns every Account row matching its filter.",tests/integration/public-demo-lifecycle.test.ts,592,,"  582 |   });
  583 | 
  584 |   it(""rolls back reset deletion and every counter when fixture insertion fails"", async () => {
  585 |     const workspace = await ensureDemoWorkspace({
  586 |       visitorToken: ""reset-rollback-visitor"",
  587 |       clientIp: ""198.51.100.67"",
  588 |       locale: ""en-US"",
  589 |       now,
  590 |     });
  591 |     const accountIds = (
> 592 |       await prisma.account.findMany({
  593 |         where: { userId: workspace.userId },
  594 |         orderBy: { id: ""asc"" },
  595 |         select: { id: true },
  596 |       })
  597 |     ).map(({ id }) => id);
  598 |     const countersBefore = await prisma.demoWorkspace.findUniqueOrThrow({
  599 |       where: { userId: workspace.userId },
  600 |       select: {
  601 |         expiresAt: true,
  602 |         mutationCount: true,","model Account {
  id               String            @id @default(cuid())
  userId           String
  user             User              @relation(fields: [userId], references: [id], onDelete: Cascade)
  name             String
  type             AccountType
  category         AccountCategory
  currency         String            @default(""USD"")
  cashBalance      Decimal           @default(0) @db.Decimal(28, 8)
  isActive         Boolean           @default(true)
  isPinned         Boolean           @default(false)
  sortOrder        Int               @default(0)
  createdAt        DateTime          @default(now())
  updatedAt        DateTime          @updatedAt
  holdings         Holding[]
  cashTransactions CashTransaction[]
  recurringCashTransactions RecurringCashTransaction[]
  recurringInvestments      RecurringInvestment[]

  @@index([userId, isActive])
  @@index([userId, isActive, type, isPinned, sortOrder])
}",yes,,,,,,
R24-004,mike840609/assets_tracker,fec013a42b620dee31fcedb0fadb09f55fd71871,MISSING_PAGINATION,Unpaginated `account.findMany()`,"`account.findMany()` in module scope has no `take`, `skip` or `cursor`, so it returns every Account row matching its filter.",tests/integration/public-demo-lifecycle.test.ts,618,,"  608 |       },
  609 |     });
  610 |     await installRejectAccountTrigger();
  611 | 
  612 |     await expect(
  613 |       resetDemoWorkspace({ userId: workspace.userId, locale: ""zh-TW"", now }),
  614 |     ).rejects.toMatchObject({ code: ""DEMO_RESET_FAILED"", status: 500 });
  615 | 
  616 |     expect(
  617 |       (
> 618 |         await prisma.account.findMany({
  619 |           where: { userId: workspace.userId },
  620 |           orderBy: { id: ""asc"" },
  621 |           select: { id: true },
  622 |         })
  623 |       ).map(({ id }) => id),
  624 |     ).toEqual(accountIds);
  625 |     await expect(
  626 |       prisma.demoWorkspace.findUniqueOrThrow({
  627 |         where: { userId: workspace.userId },
  628 |         select: {","model Account {
  id               String            @id @default(cuid())
  userId           String
  user             User              @relation(fields: [userId], references: [id], onDelete: Cascade)
  name             String
  type             AccountType
  category         AccountCategory
  currency         String            @default(""USD"")
  cashBalance      Decimal           @default(0) @db.Decimal(28, 8)
  isActive         Boolean           @default(true)
  isPinned         Boolean           @default(false)
  sortOrder        Int               @default(0)
  createdAt        DateTime          @default(now())
  updatedAt        DateTime          @updatedAt
  holdings         Holding[]
  cashTransactions CashTransaction[]
  recurringCashTransactions RecurringCashTransaction[]
  recurringInvestments      RecurringInvestment[]

  @@index([userId, isActive])
  @@index([userId, isActive, type, isPinned, sortOrder])
}",yes,,,,,,
