finding_id,severity,confidence,fingerprint
R18-123,MEDIUM,MEDIUM,7862eebd3717b7187f1eb5dc7d9b9bfb
R18-124,HIGH,HIGH,4158f1759ba67153959fc69d36493e49
R18-125,HIGH,HIGH,058bda7f580e21a7c1eeaa46f865cae0
R18-126,HIGH,HIGH,a2093e63b5c018f13fc2172f776181c6
R18-127,MEDIUM,MEDIUM,47bab300f200e68e956082d4308b5a28
R18-128,MEDIUM,MEDIUM,82e1dd97970ef5d7097619b393ad25d5
R18-129,MEDIUM,MEDIUM,1a55cc3d871b42c52966a3bc2f443ff1
R18-130,MEDIUM,MEDIUM,fe462bc32e8d28292dd3fb36de221591
R18-131,MEDIUM,MEDIUM,c928fbb31c1aff91b8443e3035aa6db9
R18-132,HIGH,MEDIUM,8681b3c47bfb228e3d1fda355aa4690e
R18-133,HIGH,MEDIUM,26b77b236dbbb7b6e76546d8729ba14e
R18-134,HIGH,MEDIUM,e357448677ce074a0e0d9a5918859827
R20-001,HIGH,MEDIUM,b6bd710522b3fd1231e6cc95c6cc42d6
R20-002,HIGH,MEDIUM,cbd3312156ecde136a032b9274d9f197
R20-003,HIGH,MEDIUM,08cedbbb8d64176f7239c2585afd9257
R20-004,HIGH,MEDIUM,8f1839e9c7cc2c914150ae88d73dcfd9
R21-001,MEDIUM,MEDIUM,f25dd9a20d4584dda41e8f2eb774d54d
R21-002,MEDIUM,MEDIUM,72ec78e910cc7a25049d8e7c68af3180
R21-003,MEDIUM,MEDIUM,5c8f6af82136bcb67f53a2230c40bae5
R21-004,MEDIUM,MEDIUM,c9e2325baf4671cc08ff7fdef5dea088
R21-005,MEDIUM,MEDIUM,10768cc12187e44fa3548afbd9d2ef5e
R21-006,MEDIUM,MEDIUM,50c8064fdfd0a4fc7f20f5b5eef6f892
R21-007,HIGH,MEDIUM,daadf34dcad186986dd00e669e85446a
R21-008,HIGH,MEDIUM,721ab210988eb9c5f0bd7cf11523497e
R21-009,MEDIUM,MEDIUM,75fcdddfd882af830ca5539e1a3e026b
R21-010,HIGH,MEDIUM,611e44160e05c35d69d975fcf9012069
R21-011,MEDIUM,MEDIUM,ddc0bac6c17647e2f888cc872cb93d2c
R21-012,MEDIUM,MEDIUM,17ba281e5dc4b6700027dab82d8631f1
R21-013,HIGH,MEDIUM,cbc036426a14d36393f9c44f533362eb
R21-014,MEDIUM,MEDIUM,731ff35843a5434b98a8c4e89e193a92
R21-015,HIGH,MEDIUM,4b82887b3360f0869129984dc01685b0
R21-016,MEDIUM,MEDIUM,6c46d2724ab14481507df017b0d06272
R21-017,HIGH,MEDIUM,571787150643b6697e6ccfd4b674ee5c
R21-018,HIGH,MEDIUM,ef1779e0288a672c2387d7d8fc7f7d06
R21-019,MEDIUM,MEDIUM,664c4acf2fe67ee51650cd7e3af24f43
R21-020,MEDIUM,HIGH,0b00307f2ec1c5a2d7b18761040eb812
R21-021,HIGH,MEDIUM,0c8ef917637d7808b968bd6347e069c9
R21-022,MEDIUM,MEDIUM,1756ba970dc4a68d486bf62fc0deada5
R21-023,HIGH,MEDIUM,31704d199fc54f5f865785628f71840f
R21-024,MEDIUM,MEDIUM,8231dcc22d1941a242d4a76740bcfbf1
R21-025,MEDIUM,MEDIUM,0bbac537fbb310164767b1fb70a27eb7
R21-026,MEDIUM,HIGH,dbd0c84f4e219aa9ec556429bd965657
R21-027,MEDIUM,MEDIUM,38442a8b7f551c78035d9d1a5f40546c
R21-028,MEDIUM,MEDIUM,813e16bddbf26d13f6321dfb11a3fa41
R21-029,MEDIUM,MEDIUM,21c70d124acc34a09ce095f8aca08447
R21-030,HIGH,MEDIUM,0312f1c59dadd8698cfc394f063c5330
R21-031,HIGH,MEDIUM,3a337999662dc029cdefe9e492c6fd25
R21-032,HIGH,MEDIUM,2ae6cecf6b482308cf135a1ec0de07a0
R21-033,HIGH,MEDIUM,615f1f90892ddd200e4175585b1071d1
R21-034,HIGH,MEDIUM,37e94276e52d7c11577f9d89a3c37762
R21-035,HIGH,MEDIUM,084b0d5d7dc77c9ea59452b66ab2d3f6
R21-036,MEDIUM,HIGH,e3be36ef95c080216492c2f0ee76c139
R23-001,HIGH,MEDIUM,5a2ca5388753a5868cc0b0bf28a899dc
R23-002,MEDIUM,MEDIUM,46becbc9e923744167bec2e75329e879
R23-003,MEDIUM,HIGH,3aa6429952d70f22546ced792fb781c2
R23-004,MEDIUM,MEDIUM,2472e650100ce7d105c1280510c127a0
R23-005,MEDIUM,MEDIUM,2bc2c9e0d846277e3680380d0de76278
R23-006,MEDIUM,MEDIUM,ef80f3a7423102db1ff70be3689b7199
R23-007,MEDIUM,MEDIUM,59f9a6b80fab2e30659c0aadb8914388
R23-008,HIGH,LOW,74c76df5eba7249d9072895d74bfa42b
R23-009,MEDIUM,HIGH,53df3b6dbed4449494a43cae00ea20cc
R23-010,MEDIUM,MEDIUM,e7ce24aeddbc43915d06341150a1911e
R23-011,MEDIUM,MEDIUM,2e79760b87c87c6b0dea2236dcdaf05e
R23-012,HIGH,MEDIUM,a596cba8d7dfbd6038ac87de60a0a0dd
R23-013,HIGH,MEDIUM,3e6241c5440b08bd78b9719e95000f9b
R23-014,HIGH,MEDIUM,2a63fffdf4d9263e94392463b4b7af7a
R23-015,HIGH,MEDIUM,2240fbd73eab53b7b9ead42542cd7408
R23-016,MEDIUM,MEDIUM,83383184a54127565ef18039cd6dc8c5
R23-017,MEDIUM,MEDIUM,c6aac9af8f79eacf89d87c01da952d9f
R24-001,MEDIUM,MEDIUM,0e0085551e4e7cd6a8341a65f2d630e5
R24-002,HIGH,MEDIUM,c0c2df38ff9cd59a9f594985fd51dc43
R24-003,MEDIUM,MEDIUM,2c57485ee971011cdaed7cd7c4f69601
R24-004,MEDIUM,MEDIUM,0434d189a292915b674815ea40344a4f
R24-005,MEDIUM,MEDIUM,36df33fbccd98b8dbc07a69a836bf881
R24-006,MEDIUM,MEDIUM,8f776539f0649bfe9c371aeea7ea16a0
R24-007,MEDIUM,MEDIUM,ac36e7a3a024028f194ef2da5027f7c1
R24-008,MEDIUM,MEDIUM,41dc768dd25b27172fd7b2d26e1a52e8
R24-009,MEDIUM,MEDIUM,77ad36cd3eed9f5b362e548aef00a32b
R24-010,MEDIUM,MEDIUM,54a9b63d0b145bb21099dbf0f10de622
R24-011,MEDIUM,MEDIUM,af7bc4e9d7acd5cc89e4b2fc5b0a288c
R24-012,MEDIUM,MEDIUM,c69419cd0a191a8abd142e2c59a63eff
R24-013,MEDIUM,MEDIUM,9c37d64f619f00313f05ad54588f6a82
R24-014,MEDIUM,MEDIUM,9d528270fd8492010cd6a60df95de2a9
R24-015,MEDIUM,MEDIUM,568e40823c5ec2a70d3e23d794ed2e8b
R24-016,MEDIUM,MEDIUM,a9ff6237d0d0ea3bc35ea512edeb526b
R24-017,MEDIUM,MEDIUM,090f3abd713bd5b2b08df2fb99a627bd
R24-018,MEDIUM,MEDIUM,906a2a0b9abad2cc6c1279f6e29eef28
R26-001,HIGH,LOW,fae67ef708d8da947a696b818fcc4177
R26-002,HIGH,LOW,f7a15c4d7aaa35145c86c70e0265e1c3
R26-003,MEDIUM,HIGH,db386222be30c346dcc5c12c76a342d1
R26-004,HIGH,MEDIUM,d0f61f676d4523929221576c5e3f3e06
R26-005,HIGH,HIGH,dd1412622f3dcd88f77aeb4aeda94259
R26-006,MEDIUM,MEDIUM,fe60c9e2e752e2a585d8dde1be220af9
R26-007,MEDIUM,MEDIUM,8d929056601c9833c72b9fd7104213a9
R26-008,MEDIUM,MEDIUM,f8ee83db907d776d55e4f24dfb48458a
R26-009,MEDIUM,MEDIUM,d2f37e6ac9545ab32533158ad6211df9
R26-010,MEDIUM,MEDIUM,d26787e545d69a8294f24783f8beacc3
R26-011,MEDIUM,MEDIUM,37065dc434a5523f2c726e0d5adedd0d
R26-012,MEDIUM,MEDIUM,e588a3fb9d6338e7c3cba73da3c4fc1c
R26-013,MEDIUM,MEDIUM,b86f7ebb12c80bfe73d313b9780b4a0a
R26-014,MEDIUM,MEDIUM,f24ab2d24d6b881cb593ef26fc122fb6
R26-015,MEDIUM,MEDIUM,687a2d5be961d204b60fbb6ee74a8728
R26-016,MEDIUM,MEDIUM,0a9d8e429b227d26b60b6e8befb8749b
R26-017,MEDIUM,MEDIUM,66d3cf33e524d5a59750fc3ee3af76d5
R26-018,MEDIUM,MEDIUM,f54e242d750c11d2e697ef1ebee2ec86
R26-019,MEDIUM,MEDIUM,95cdc8d750d062e697a386dda63d2d0f
R26-020,MEDIUM,MEDIUM,d77434a61c0c058e8965daa309c3d38a
R26-021,MEDIUM,MEDIUM,08f03c3efbb851bdea1c5b54cad5efd1
R26-022,HIGH,MEDIUM,095408b4ed8c0cb072345d0c3a507b3a
R26-023,MEDIUM,MEDIUM,c75f5f1b5b2bc5b4720c54f4042730d7
R26-024,MEDIUM,MEDIUM,da9e784a24b0b720b26f3c7af3c652c1
R26-025,MEDIUM,MEDIUM,27587d7359315f84b01265e8123a4a5a
R26-026,MEDIUM,MEDIUM,a4cf10310a85e74bd25aec85b5e425d2
R26-027,MEDIUM,HIGH,3d72470e6442539642354d89fcdce101
R26-028,MEDIUM,MEDIUM,ce4877f969047a4c69e6a775756b1e80
R26-029,MEDIUM,MEDIUM,d2c286e37b18f4b53aa45fde6d63a448
R26-030,MEDIUM,MEDIUM,3cc15ec362557171e2d5680c594ffb80
R26-031,MEDIUM,MEDIUM,6fe0df25dc9a65b3566f009f1211ac5c
R26-032,MEDIUM,MEDIUM,2ebbe34360fb9139ee95aab97d81c995
R26-033,MEDIUM,MEDIUM,e29810d29a391520b23deb4faf547617
R26-034,MEDIUM,MEDIUM,45b46ded09342bb903038e4eef375b75
R26-035,MEDIUM,MEDIUM,a6a5df8297a7d7767b3b3a94b50a7355
R26-036,MEDIUM,MEDIUM,d8628426a838b35a5a7c48a0c4bf7828
R26-037,MEDIUM,MEDIUM,15b5e9e3afed597cb447272e86484caa
R26-038,MEDIUM,HIGH,62ca6c51bab1338c12317a52137464a5
R26-039,MEDIUM,HIGH,fd4e9d780d9be2a89addcb36337c6676
R26-040,MEDIUM,MEDIUM,2062fe537987269eb2b77f42413fb5a9
R26-041,MEDIUM,HIGH,218a10191743bd0d46ce6df5c4d7115e
R26-042,MEDIUM,HIGH,9470a8a9fd5c250a2e3f2a032040cf99
R26-043,MEDIUM,HIGH,dcda43663aca21fa1ad9f99fc2b17e60
R26-044,MEDIUM,HIGH,465386e23b49bbbaf0898db8c2b8911e
R26-045,MEDIUM,HIGH,2dd9b0f5fd58de88ed13625b5ca99d16
R26-046,HIGH,LOW,e2bb8327cdea6d0460f43ab09e151d40
R26-047,MEDIUM,MEDIUM,d910305e67485c14c1c01a0440d2533f
R26-048,MEDIUM,HIGH,d809bc2e724ad0f0c25570dad0745dad
R26-049,MEDIUM,MEDIUM,78240bc09dca909ba108048e6c2350ba
R26-050,HIGH,LOW,1e5832f7e03eeb196d1960170014df96
R26-051,MEDIUM,MEDIUM,a73e5ac6f4ce320674b8efc298a27350
R26-052,MEDIUM,HIGH,03c4cca3779ee5f074d7076b73d80449
R26-053,MEDIUM,MEDIUM,0fb2c69092a8e046de4b45f9da5467dc
R26-054,MEDIUM,MEDIUM,6d31234dcd8347efa9dba280888de897
R26-055,MEDIUM,MEDIUM,e69e142df231096bd72c232cf9ef8c20
R26-056,MEDIUM,MEDIUM,4cfc0284c57d7459aaa6c5b9d95e26d2
R26-057,MEDIUM,MEDIUM,a01ef0e1c7309f4a2311e53654b9eca1
R26-058,MEDIUM,MEDIUM,9aac9456d915fd6be4dc68c0bf28dfa6
R26-059,MEDIUM,MEDIUM,0cd7d3d20d3c6a6154466507b4e8e3b5
R26-060,MEDIUM,MEDIUM,7c27acb3fadd40a74c943a520a475436
R26-061,MEDIUM,HIGH,4a2b3ef2d1e411fe36c0744e6387d5b2
R26-062,MEDIUM,HIGH,a908e89513d9c53629497de18bbe46c0
R26-063,MEDIUM,MEDIUM,30c304a77f0f1af91ad8fd02e479ea93
R26-064,MEDIUM,MEDIUM,539b54bf4597dfc53ca28677dd37d1d7
R26-065,MEDIUM,MEDIUM,18b7277205d97ea2859a3a4fd059599c
R26-066,MEDIUM,MEDIUM,18c61553a29731d19a8d731b26cee13f
R26-067,MEDIUM,MEDIUM,42565d5b76cfea8fa57ad2b3c85f0798
R26-068,MEDIUM,MEDIUM,0391fd9a8d07f703a3f530441a0118af
R26-069,MEDIUM,MEDIUM,a40add82c8ca55439367007b3c84cd03
R26-070,MEDIUM,MEDIUM,0d74d79e8cbc5752781f174540db1df6
R26-071,MEDIUM,MEDIUM,e5c77bce12be01baa261525d25f8dac0
R26-072,MEDIUM,MEDIUM,30402e972003d708e5f667ee2f12c7ed
R26-073,HIGH,MEDIUM,ceb9c90860705e0fadfc18f436c0cbe7
R26-074,MEDIUM,MEDIUM,8417964248f8f45b7756168decb4cb7d
R26-075,MEDIUM,MEDIUM,51cde86753d175bd145e5f1622d67df4
R26-076,MEDIUM,MEDIUM,eeaa18f7311fd5408c9fa32138d5ea64
R26-077,MEDIUM,MEDIUM,cf5672ae18a8c9dd89b1deda8ea26f35
R26-078,MEDIUM,MEDIUM,f054c2fea366bb089cf0501845962353
R26-079,HIGH,LOW,db5ff9cbc2d99159fd6c1e1699652558
R26-080,MEDIUM,MEDIUM,10d64f2c02035382e06a837fdee37ac6
R26-081,MEDIUM,MEDIUM,0a7157b9ebc8464f5d1cc21e1564f141
R26-082,HIGH,MEDIUM,792086263f499b8f8dd5e5d8b927f701
R26-083,MEDIUM,HIGH,c7a13d949c54342c66d47ce6b69c1314
R26-084,MEDIUM,MEDIUM,8ac68dac38616e6cbe6c24cf7e96ecc1
R26-085,MEDIUM,MEDIUM,9cabe1cd68ec02bea43865504c2b4d9c
R26-086,MEDIUM,MEDIUM,6263d01c7b9ee7cc75c871efedc7dab4
R26-087,MEDIUM,MEDIUM,434609b1a3c481c94dd866b525cfcd4d
R26-088,MEDIUM,MEDIUM,c621adae372af1368146ae1c16ddf198
R26-089,MEDIUM,MEDIUM,3a0a92572345aa14a4b95d6b6f8f8e05
R26-090,MEDIUM,MEDIUM,bbeaee2587fc41a5022117938fa71d6f
R26-091,MEDIUM,MEDIUM,a7ac1ed95da918ba5432519aaacf52cd
R26-092,MEDIUM,HIGH,d59af2b5566c00d106b8a93dc62c194b
R26-093,MEDIUM,MEDIUM,9060ee70ddb1b34e09371157c995ae10
R26-094,MEDIUM,MEDIUM,5ac62a80a19c8f390fd902a7c5cbcda5
R26-095,MEDIUM,MEDIUM,296d8e741d3bb6df61c0f7692c7da779
R26-096,MEDIUM,MEDIUM,1bd323fa5bb7fbbd96ab5ee39a17ff23
R26-097,MEDIUM,MEDIUM,60bc71221d657bd06958511e94248d0b
R26-098,MEDIUM,MEDIUM,714e7c7aa2387ce148b254bcbce2b994
R26-099,MEDIUM,MEDIUM,f110033a8251530997fbb4c4c8825e63
R26-100,MEDIUM,HIGH,90535800034f50d1fc879f351ef8c067
R26-101,MEDIUM,HIGH,2438a7514fb4310b66736ae389ac2d39
R26-102,MEDIUM,MEDIUM,ed25485de60b8613fcc9864cf0fd23ce
R26-103,MEDIUM,HIGH,d073bdac34a6e395ad1c5ae92b91fb0d
R26-104,MEDIUM,HIGH,99d2b38d183ef8ee67929d5a44462053
R26-105,MEDIUM,HIGH,87c2cb766faa34e8cb6f1cbbca02425d
R26-106,MEDIUM,MEDIUM,50614e4867ca551068c9ffc17dade9ef
R26-107,MEDIUM,MEDIUM,95e548d52bcae2ca4815bff5c5d194ef
R26-108,HIGH,HIGH,8d59234e9e0faa51937035b01c19336d
R26-109,MEDIUM,MEDIUM,a7b98089861464c94bc297915d275e75
R26-110,MEDIUM,MEDIUM,4a433b2a2c525edee4fdae847c12e36e
R26-111,MEDIUM,HIGH,857a689d2d1fd8854a423c5eb7b972dd
R26-112,MEDIUM,HIGH,794a179cd3fbc34a722c0396ec6bd769
R26-113,MEDIUM,MEDIUM,39ac19e604ed98fedf00596bbdc8e3ec
R26-114,HIGH,HIGH,a67fe0f9de635d138e8f58ddc0d0190e
R26-115,MEDIUM,MEDIUM,23a742bdb34a7a09d2ab48fe7b94855c
R26-116,MEDIUM,HIGH,450dc904c24fad5b2a66bf718473ebe0
R26-117,MEDIUM,MEDIUM,d79a16afb33963a31a0ab53a4501ebf7
R26-118,MEDIUM,MEDIUM,19b5e8cc4627f7eb7bee1cc346a2a6d6
R26-119,MEDIUM,HIGH,20c36254a8e13cb3dbd8344fe5271676
R26-120,MEDIUM,MEDIUM,2a9bf7184726b9af6262c889531255b9
R26-121,MEDIUM,MEDIUM,cbdc3ab237b61b79ec212c93e5afbe54
R26-122,MEDIUM,MEDIUM,2aea8656d189b82d3070b342d0942547
R26-123,MEDIUM,MEDIUM,942650d66cf7b3bff6294ab8f6c3d232
R26-124,MEDIUM,MEDIUM,41083943a54b1b88085bbc7b4b8945d1
R26-125,MEDIUM,HIGH,f3155420fb8953e645bb98ff5a198595
R26-126,MEDIUM,MEDIUM,a80e30fd2b0268dc9cc5494ccef89991
R26-127,MEDIUM,MEDIUM,d7c54d401d15d93524af0156c247f400
R26-128,MEDIUM,HIGH,eeef0a679698482aabf076189fb2ee3a
R26-129,MEDIUM,MEDIUM,ea51f11a33ec58bd19886eb45ad40987
R26-130,HIGH,MEDIUM,811bc04d13ccab36eb4643b724fdba0a
R26-131,HIGH,MEDIUM,15955f554f9e20772e6e9ca1ad919db5
R26-132,MEDIUM,HIGH,8b3806459ecf7205e923cdb043bce6dd
R26-133,MEDIUM,MEDIUM,be549d48f5018db629d946627853eb9b
R26-134,MEDIUM,MEDIUM,6b6621d0b37f87cfe63a35a2ed3bd843
R26-135,MEDIUM,MEDIUM,1da683a6196546c7decb29b79a7aec87
R26-136,MEDIUM,MEDIUM,acb3ffdfff1b599ae3cab19a0ec95b98
R26-137,MEDIUM,MEDIUM,29ab6e8a317e49aed7fa0fa1e00e5726
R26-138,MEDIUM,MEDIUM,ec924f9171709dbb0bc68f9a1b503f9c
R26-139,MEDIUM,HIGH,5652f690eb2c7bc91653df1336d79f9f
R26-140,MEDIUM,MEDIUM,fa6e0b652ad1bc58b3d464ea21d2294e
R26-141,HIGH,MEDIUM,18f3536e607a6f5ea089ace28f2e53c4
R26-142,MEDIUM,MEDIUM,333067667f9e75a9784a0fea8f23839e
R26-143,MEDIUM,MEDIUM,212676acb5edbfbc3abc1c2f0f94a6e3
R26-144,MEDIUM,MEDIUM,7fd5ce3ce30035ae016ea14ad030601b
R26-145,MEDIUM,MEDIUM,559ff7f6e804fb65a8a0e9259a51cfaa
R26-146,MEDIUM,MEDIUM,7706047a51dbf21d77bc98dc43776806
R26-147,MEDIUM,MEDIUM,9b3a54825b62ff99dd9d1c879f77fcab
R26-148,HIGH,MEDIUM,fb5d01b15fe6dcaa0615a3c00a6b789d
R26-149,HIGH,MEDIUM,b3a634bb91af65ca9cb42c58cbb2c475
R26-150,MEDIUM,MEDIUM,69b597ca2dbcd34c79701ad76d70bb5d
R26-151,MEDIUM,MEDIUM,645f138208fec48b063ecbc4869671ec
R26-152,MEDIUM,HIGH,ba77af5de9d8b397dd1b4a39490a7699
R26-153,MEDIUM,MEDIUM,2db38050e2aa55e23a208e8b325b7eec
R26-154,MEDIUM,MEDIUM,6043cb3d6a16c30ead1797febc7c516e
R26-155,MEDIUM,MEDIUM,7d35ca7ad30ec3a79e0b3133a7f9e711
R26-156,MEDIUM,MEDIUM,4af6eda5620b8d6cc002f01a4ce0ac3e
R26-157,MEDIUM,MEDIUM,cb7a5be7eba3cd5dccfaf9e6ce5dee89
R26-158,MEDIUM,MEDIUM,b383228765b85a4556ac62facceab26a
R26-159,MEDIUM,HIGH,7661d61d5b73d0fc8025734f52ffdded
R26-160,MEDIUM,MEDIUM,7a570e9b366bc620ba8bc27f96b9c1e8
R26-161,MEDIUM,MEDIUM,39d8993a7002d4e1c0c8abd2af3ab6fb
R26-162,MEDIUM,MEDIUM,ac1f99677d8d8606d10a6bb2ad5db3b9
R26-163,MEDIUM,MEDIUM,ac4f20d30bf9b510b5d69e2b5e0d3b5d
R26-164,MEDIUM,MEDIUM,a1a9d4bd256bbd9983d235214904e1f1
R26-165,MEDIUM,MEDIUM,dbf6ca77be5c446b127a66801cf25d20
R26-166,MEDIUM,MEDIUM,0ba9b96878c40801f588d879fbe7a394
R26-167,MEDIUM,MEDIUM,7428052c71d6594184a193851bf1ffb8
R26-168,HIGH,MEDIUM,a67baccff48769ea4161729d07c05365
R26-169,HIGH,MEDIUM,27379268eb955a7d68bbfb27ee5c4883
R26-170,MEDIUM,HIGH,aa936ce3e0fcbf08ace87c7778453679
R26-171,MEDIUM,HIGH,20cb94ea58960b16fc9e0bdc337b0372
R26-172,HIGH,HIGH,f54e3a3f2070da97f21dfdfbb1816399
R26-173,MEDIUM,HIGH,e83d15e5f41ba5b829762a22bcf13597
R26-174,HIGH,LOW,7816ef49edb6afe0f57e7dc40e76714a
R26-175,MEDIUM,MEDIUM,e6ebaba9ae7085b84fd6719385fcfa77
R26-176,HIGH,LOW,58215bc2a689fb08886dd61038cdb387
R26-177,MEDIUM,MEDIUM,3ae1b1c3b9c9791a8ef3ca21a2b9e41f
R26-178,HIGH,LOW,c18a8a1ca667b29d431cf5c5825d2258
R26-179,MEDIUM,MEDIUM,319af816bbf541fad45a7c89b4ba20d2
R26-180,MEDIUM,HIGH,bb430000ad1a96aa5d130f4d08df4b38
R26-181,MEDIUM,MEDIUM,cec799aa9bd280e7f303df3004966b54
R26-182,MEDIUM,HIGH,f57b4034b141862becb13e3767e06de5
R26-183,MEDIUM,HIGH,f9b81e864e038902af67c25c2a7bf822
R26-184,MEDIUM,HIGH,830b9c0a94ff43b39fdfd0d54cd3b1ca
R26-185,MEDIUM,HIGH,e4015a1c0cd29696b64a78dea7eb69ce
R26-186,MEDIUM,HIGH,998118208a73d200bef7f1ff228ee5c4
R26-187,MEDIUM,MEDIUM,bd4867a8c0ab8b736260e6f128d14656
R26-188,HIGH,LOW,7a4011fbcb4d928b52f330a8f2b287de
R26-189,MEDIUM,MEDIUM,039c6b24de1e8dc1baa50c00fe7632bb
R26-190,HIGH,LOW,3d0d38183fcd2190feda2f9ed2a77884
R26-191,MEDIUM,MEDIUM,54fb565f6099e5d36a827b50885ff110
R26-192,HIGH,LOW,e0996fb6bb40f47178f92e95ae12c66a
R26-193,MEDIUM,MEDIUM,1018988f8219a2aa9fb1ce9ffa6a2170
R26-194,MEDIUM,MEDIUM,a9945f124bd5922f34d5aa7155846ee1
R26-195,HIGH,LOW,dfa02ea719b4f7de63867c5af02856fe
R26-196,MEDIUM,MEDIUM,17ebabb4bd1fe09fc686dd509a7c9975
R26-197,HIGH,LOW,aba028db4602db5e43c23c0f4d85a1ec
R26-198,MEDIUM,MEDIUM,da75fad060a6a9486ace8ceadaf1b91b
R26-199,HIGH,LOW,c2ef2c85e4aa3e8cb4f924553b9e279a
R26-200,MEDIUM,MEDIUM,73348faf0a8bbfac8015a1f45a07c9a4
R26-201,HIGH,MEDIUM,64c3476245961412e252b10da7a62473
R26-202,HIGH,MEDIUM,8a51736a3672727fe910460fcccd6dea
R26-203,MEDIUM,HIGH,05aafd5855dc6f20bdebc087d0d2bffb
R26-204,MEDIUM,HIGH,594d214db65b9aeb31581b7952c717e0
R26-205,MEDIUM,MEDIUM,d964e145293ca9be9dc987b3f438e058
R26-206,MEDIUM,MEDIUM,f767299ccfd4040071d71fbf24a19a54
R26-207,MEDIUM,HIGH,0a2b7cabc9c2151e2e74df04738c3284
R26-208,MEDIUM,MEDIUM,1951f6b2d510311c6010dd898c61f90b
R26-209,MEDIUM,MEDIUM,1b0d2698e6483649ae1be9adc46f8955
R26-210,MEDIUM,MEDIUM,e9c15605547dfaec10cfe3f6ff3b2327
R26-211,MEDIUM,MEDIUM,c080bc312a00280cc44465b80b329033
R26-212,MEDIUM,MEDIUM,0be53f6412c5aa1c75ecf97dec23e2fd
R26-213,MEDIUM,MEDIUM,1746a9ba8498a035c08d94cbde3fe50a
R26-214,MEDIUM,MEDIUM,3e340210a6e61f7a5263ebe0a03a9964
R26-215,MEDIUM,MEDIUM,89e6537fe540e502031c2d2bf151e832
R26-216,MEDIUM,MEDIUM,b5b335ab9cadc8e3cef41adb106dd36b
R26-217,MEDIUM,MEDIUM,8feb4099c5628b923f5960814309f591
R26-218,MEDIUM,MEDIUM,a6df259759820bafcf045e6f13a6c413
R26-219,MEDIUM,MEDIUM,f54921954ff2a7011a5011d09dced890
R26-220,HIGH,LOW,ea01521df509eb3465796396c70fa8e0
R26-221,MEDIUM,MEDIUM,0c64b1cee3c7e0dd4d27acb9f96b8d14
R26-222,HIGH,MEDIUM,acfe33023e9df2de9e4bbe2e33c756ef
R26-223,HIGH,MEDIUM,dd69a18e8fb5f7dceba228c48ecac17d
R26-224,HIGH,MEDIUM,e0e22596dfac8958e0e8420781d0e80b
R26-225,HIGH,MEDIUM,038a34426416944c16e9a304074e6cc9
R26-226,HIGH,MEDIUM,88c7ac1275328b9d05896dd6b5ee9d3e
R26-227,MEDIUM,MEDIUM,150f02ec6f768e4b78d9111015e64fd9
R26-228,HIGH,MEDIUM,8a51ae7b0aec8d235050e5b66221d8a8
R26-229,MEDIUM,MEDIUM,2a5f6df6157d9c91ad7b566fe3d5cc7f
R26-230,MEDIUM,MEDIUM,30a089b144c270dc75bfe2c7b76fbbba
R26-231,MEDIUM,MEDIUM,fd411b1d86b93a0faf38b5389641d928
R26-232,MEDIUM,MEDIUM,5e7c9c3dbf7fbe1793a63de1f3131259
R26-233,MEDIUM,HIGH,80f550fcfaeebef1ea857d26425865a5
R26-234,MEDIUM,HIGH,979dce21afa50cc224887a17f4d77b71
R26-235,MEDIUM,HIGH,945f916cc2c3f975788cebb04a0d2ca9
R26-236,MEDIUM,HIGH,cbea9e7b2f175ed8437b1a49c0735f1e
R26-237,HIGH,MEDIUM,c8f364289ff32c04bd18c748f489a201
R26-238,HIGH,MEDIUM,f9834f0ea67eb406764cc7bc872c3053
R26-239,HIGH,MEDIUM,a80f7d24956ce1c0ba5a05684fb46efb
R26-240,MEDIUM,MEDIUM,f816429e3713338b654330f19ac0c7a6
R26-241,MEDIUM,MEDIUM,675e2a4fcb182ac4ac799a3fdd152aa5
R26-242,MEDIUM,MEDIUM,f6cd76c222bd92d8bc0b681de5adf0c3
R26-243,MEDIUM,MEDIUM,7c14b6d3e666acdcf8ee7179cd50ff31
R26-244,MEDIUM,MEDIUM,3395292fc60692cd957e592253b0af39
R26-245,MEDIUM,MEDIUM,b58bd53c067c6c96434aa599e59fba5b
R26-246,MEDIUM,MEDIUM,161d48e80bde683e490e7a568763cb0b
R26-247,MEDIUM,MEDIUM,4892eaefa0253ab1b5c4f4e19efbbed5
R26-248,HIGH,MEDIUM,1831753c87f2f543f1536ebc69e5ee7d
R26-249,HIGH,MEDIUM,4a4a54bf75024c3b35495dae881645b5
R26-250,HIGH,MEDIUM,f8e626f4b8778b791d8565663c8a8e07
R26-251,MEDIUM,MEDIUM,bf50cbc1b29c34625bc4a651666a2add
R26-252,MEDIUM,MEDIUM,4155aaa50e9861153a73428f4460385c
R26-253,HIGH,MEDIUM,48647d6ec0ff1318b2bc3fc5d1ede473
R26-254,MEDIUM,MEDIUM,bf838c77dfea7f953692ad062972de71
R26-255,MEDIUM,MEDIUM,534e6b1f65db815d9eb6e02a5a0f03d2
R26-256,MEDIUM,HIGH,d4f2bc3b8656ba14a46442f9b5df9df0
R26-257,HIGH,LOW,e563539d2dab0309a0ed7cf315194c52
R26-258,MEDIUM,MEDIUM,8f878a09741cf60fb22a4aad6187998a
R26-259,HIGH,MEDIUM,15f9d60aad94c5ee28dc952c82bcafd5
